PERÍODO,ANO,COMPONENTE,HABILIDADE,CONTEÚDO,A,FAROL,B,FAROL.1,C,FAROL.2,D,FAROL.3,E,FAROL.4,F,FAROL.5,G,FAROL.6,H,FAROL.7,I,FAROL.8,J,FAROL.9,K,FAROL.10,L,FAROL.11,M,FAROL.12,N,FAROL.13,O,FAROL.14,P,FAROL.15,Q,FAROL.16,R,FAROL.17,S,FAROL.18,T,FAROL.19,U,FAROL.20,V,FAROL.21
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,(EF01LP01) RECONHECER QUE TEXTOS SÃO LIDOS E ESCRITOS DA ESQUERDA PARA A DIREITA E DE CIMA PARA BAIXO DA PÁGINA.,PROTOCOLOS DE LEITURA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF15LP07) EDITAR A VERSÃO FINAL DO TEXTO, EM COLABORAÇÃO COM OS COLEGAS E COM A AJUDA DO PROFESSOR, ILUSTRANDO, QUANDO FOR O CASO, EM SUPORTE ADEQUADO, MANUAL OU DIGITAL.",EDIÇÃO DE TEXTOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF15LP11) RECONHECER CARACTERÍSTICAS DA CONVERSAÇÃO ESPONTÂNEA PRESENCIAL, RESPEITANDO OS TURNOS DE FALA, SELECIONANDO E UTILIZANDO, DURANTE A CONVERSAÇÃO, FORMAS DE TRATAMENTO ADEQUADAS, DE ACORDO COM A SITUAÇÃO E A POSIÇÃO DO INTERLOCUTOR.",CARACTERÍSTICA DA CONVERSAÇÃO ESPONTÂNEA.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP03) OBSERVAR ESCRITAS CONVENCIONAIS, COMPARANDO-AS ÀS SUAS PRODUÇÕES ESCRITAS, PERCEBENDO SEMELHANÇAS E DIFERENÇAS.",CONSTRUÇÃO DO SISTEMA ALFABÉTICO/ CONVENÇÕES DA ESCRITA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP11) CONHECER, DIFERENCIAR E RELACIONAR LETRAS EM FORMATO IMPRENSA E CURSIVA, MAIÚSCULAS E MINÚSCULAS",CONHECIMENTO DAS DIVERSAS GRAFIAS DO ALFABETO/ ACENTUAÇÃO,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF12LP02) BUSCAR, SELECIONAR E LER, COM A MEDIAÇÃO DO PROFESSOR (LEITURA COMPARTILHADA), TEXTOS QUE CIRCULAM EM MEIOS IMPRESSOS OU DIGITAIS, DE ACORDO COM AS NECESSIDADES E INTERESSES.",FORMAÇÃO DE LEITOR,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP19) RECITAR PARLENDAS, QUADRAS, QUADRINHAS, TRAVA-LÍNGUAS, COM ENTONAÇÃO ADEQUADA E OBSERVANDO AS RIMAS.",PRODUÇÃO DE TEXTO ORAL,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP25) PRODUZIR, TENDO O PROFESSOR COMO ESCRIBA, RECONTAGENS DE HISTÓRIAS LIDAS PELO PROFESSOR, HISTÓRIAS IMAGINADAS OU BASEADAS EM LIVROS DE IMAGENS, OBSERVANDO A FORMA DE COMPOSIÇÃO DE TEXTOS NARRATIVOS (PERSONAGENS, ENREDO, TEMPO E ESPAÇO).",ESCRITA AUTÔNOMA E COMPARTILHADA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP12) RECONHECER A SEPARAÇÃO DAS PALAVRAS, NA ESCRITA, POR ESPAÇOS EM BRANCO",SEGMENTAÇÃO DE PALAVRAS/CLASSIFICAÇÃO DE PALAVRAS POR NÚMERO DE SÍLABAS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF15LP01) IDENTIFICAR A FUNÇÃO SOCIAL DE TEXTOS QUE CIRCULAM EM CAMPOS DA VIDA SOCIAL DOS QUAIS PARTICIPA COTIDIANAMENTE (A CASA, A RUA, A COMUNIDADE, A ESCOLA) E NAS MÍDIAS IMPRESSA, DE MASSA E DIGITAL, RECONHECENDO PARA QUE FORAM PRODUZIDOS, ONDE CIRCULAM, QUEM OS PRODUZIU E A QUEM SE DESTINAM.",RECONSTRUÇÃO DAS CONDIÇÕES DE PRODUÇÃO E RECEPÇÃO DE TEXTOS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF12LP18) APRECIAR POEMAS E OUTROS TEXTOS VERSIFICADOS, OBSERVANDO RIMAS, SONORIDADES, JOGOS DE PALAVRAS, RECONHECENDO SEU PERTENCIMENTO AO MUNDO IMAGINÁRIO E SUA DIMENSÃO DE ENCANTAMENTO, JOGO E FRUIÇÃO.",APRECIAÇÃO ESTÉTICA/ESTILO,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,(EF01LP10) NOMEAR AS LETRAS DO ALFABETO E RECITÁ-LO NA ORDEM DAS LETRAS.,CONHECIMENTO DO ALFABETO DO PORTUGUÊS DO BRASIL,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,(EF01LP05) RECONHECER O SISTEMA DE ESCRITA ALFABÉTICA COMO REPRESENTAÇÃO DOS SONS DA FALA,CONSTRUÇÃO DO SISTEMA ALFABÉTICO,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,(EF01LP06) SEGMENTAR ORALMENTE PALAVRAS EM SÍLABAS.,CONSTRUÇÃO DO SISTEMA ALFABÉTICO E DA ORTOGRAFIA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP13) COMPARAR PALAVRAS, IDENTIFICANDO SEMELHANÇAS E DIFERENÇAS ENTRE SONS DE SÍLABAS MEDIAIS E FINAIS.",CONSTRUÇÃO DO SISTEMA ALFABÉTICO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF15LP17) APRECIAR POEMAS VISUAIS E CONCRETOS, OBSERVANDO EFEITOS DE SENTIDO CRIADOS PELO FORMATO DO TEXTO NA PÁGINA, DISTRIBUIÇÃO E DIAGRAMAÇÃO DAS LETRAS, PELAS ILUSTRAÇÕES E POR OUTROS EFEITOS VISUAIS",APRECIAÇÃO ESTÉTICA ESTILO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,(EF15LP18) RELACIONAR TEXTO COM ILUSTRAÇÕES E OUTROS RECURSOS GRÁFICOS.,FORMAÇÃO DO LEITOR LITERÁRIO/LEITURA MULTISSEMIÓTICA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF12LP09) LER E COMPREENDER, EM COLABORAÇÃO COM OS COLEGAS E COM A AJUDA DO PROFESSOR, SLOGANS, ANÚNCIOS PUBLICITÁRIOS E TEXTOS DE CAMPANHAS DE CONSCIENTIZAÇÃO DESTINADOS AO PÚBLICO INFANTIL, DENTRE OUTROS GÊNEROS DO CAMPO PUBLICITÁRIO, CONSIDERANDO A SITUAÇÃO COMUNICATIVA E O TEMA/ASSUNTO DO TEXTO.",COMPREENSÃO EM LEITURA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF01LP21) ESCREVER, EM COLABORAÇÃO COM OS COLEGAS E COM A AJUDA DO PROFESSOR, LISTAS DE REGRAS E REGULAMENTOS QUE ORGANIZAM A VIDA NA COMUNIDADE ESCOLAR, DENTRE OUTROS GÊNEROS DO CAMPO DA ATUAÇÃO CIDADÃ, CONSIDERANDO A SITUAÇÃO COMUNICATIVA E O TEMA/ASSUNTO DO TEXTO",ESCRITA COMPARTILHADA,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,"(EF12LP07) IDENTIFICAR E (RE)PRODUZIR, EM CANTIGA, QUADRAS, QUADRINHAS, PARLENDAS, TRAVA-LÍNGUAS E CANÇÕES, RIMAS, ALITERAÇÕES, ASSONÂNCIAS, O RITMO DE FALA RELACIONADO AO RITMO E À MELODIA DAS MÚSICAS E SEUS EFEITOS DE SENTIDO.",FORMA DE COMPOSIÇÃO DO TEXTO,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,LÍNGUA PORTUGUESA,(EF12LP15) IDENTIFICAR A FORMA DE COMPOSIÇÃO DE SLOGANS PUBLICITÁRIOS.,FORMA DE COMPOSIÇÃO DO TEXTO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA01) UTILIZAR NÚMEROS NATURAIS COMO INDICADOR DE QUANTIDADE OU DE ORDEM EM DIFERENTES SITUAÇÕES COTIDIANAS E RECONHECER SITUAÇÕES EM QUE OS NÚMEROS NÃO INDICAM CONTAGEM NEM ORDEM, MAS SIM CÓDIGO DE IDENTIFICAÇÃO.",CONTAGEM DE ROTINA CONTAGEM ASCENDENTE E DESCENDENTE,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA01) UTILIZAR NÚMEROS NATURAIS COMO INDICADOR DE QUANTIDADE OU DE ORDEM EM DIFERENTES SITUAÇÕES COTIDIANAS E RECONHECER SITUAÇÕES EM QUE OS NÚMEROS NÃO INDICAM CONTAGEM NEM ORDEM, MAS SIM CÓDIGO DE IDENTIFICAÇÃO.","RECONHECIMENTO DE NÚMEROS NO CONTEXTO DIÁRIO: INDICAÇÃO DE QUANTIDADES, INDICAÇÃO DE ORDEM OU INDICAÇÃO DE CÓDIGO PARA A ORGANIZAÇÃO DE INFORMAÇÕES",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"EF01MA02) CONTAR DE MANEIRA EXATA OU APROXIMADA, UTILIZANDO DIFERENTES ESTRATÉGIAS COMO O PAREAMENTO E OUTROS AGRUPAMENTOS.","QUANTIFICAÇÃO DE ELEMENTOS DE UMA COLEÇÃO: ESTIMATIVAS, CONTAGEM UM A UM, PAREAMENTO OU OUTROS AGRUPAMENTOS E COMPARAÇÃO.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA03) ESTIMAR E COMPARAR QUANTIDADES DE OBJETOS DE DOIS CONJUNTOS (EM TORNO DE 20 ELEMENTOS), POR ESTIMATIVA E/OU POR CORRESPONDÊNCIA (UM A UM, DOIS A DOIS) PARA INDICAR “TEM MAIS”, “TEM MENOS” OU “TEM A MESMA QUANTIDADE”.","QUANTIFICAÇÃO DE ELEMENTOS DE UMA COLEÇÃO: ESTIMATIVAS, CONTAGEM UM A UM, PAREAMENTO OU OUTROS AGRUPAMENTOS E COMPARAÇÃO.",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,(EF01MA06) CONSTRUIR FATOS BÁSICOS DA ADIÇÃO E UTILIZÁ-LOS EM PROCEDIMENTOS DE CÁLCULO PARA RESOLVER PROBLEMAS.,CONSTRUÇÃO DE FATOS BÁSICOS DA ADIÇÃO.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA07) COMPOR E DECOMPOR NÚMERO DE ATÉ DUAS ORDENS, POR MEIO DE DIFERENTES ADIÇÕES, COM O SUPORTE DE MATERIAL MANIPULÁVEL, CONTRIBUINDO PARA A COMPREENSÃO DE CARACTERÍSTICAS DO SISTEMA DE NUMERAÇÃO DECIMAL E O DESENVOLVIMENTO DE ESTRATÉGIAS DE CÁLCULO.",COMPOSIÇÃO E DECOMPOSIÇÃO DE NÚMEROS NATURAIS.,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA09) ORGANIZAR E ORDENAR OBJETOS FAMILIARES OU REPRESENTAÇÕES POR FIGURAS, POR MEIO DE ATRIBUTOS, TAIS COMO COR, FORMA E MEDIDA.",PADRÕES FIGURAIS E NUMÉRICOS: INVESTIGAÇÃO DE REGULARIDADES OU PADRÕES EM SEQUÊNCIAS,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA11) DESCREVER A LOCALIZAÇÃO DE PESSOAS E DE OBJETOS NO ESPAÇO EM RELAÇÃO À SUA PRÓPRIA POSIÇÃO, UTILIZANDO TERMOS COMO À DIREITA, À ESQUERDA, EM FRENTE, ATRÁS","LOCALIZAÇÃO DE OBJETOS E DE PESSOAS NO ESPAÇO, UTILIZANDO DIVERSOS PONTOS DE REFERÊNCIA E VOCABULÁRIO APROPRIADO",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA12) DESCREVER A LOCALIZAÇÃO DE PESSOAS E DE OBJETOS NO ESPAÇO SEGUNDO UM DADO PONTO DE REFERÊNCIA, COMPREENDENDO QUE, PARA A UTILIZAÇÃO DE TERMOS QUE SE REFEREM À POSIÇÃO, COMO DIREITA, ESQUERDA, EM CIMA, EM BAIXO, É NECESSÁRIO EXPLICITAR-SE O REFERENCIAL.","LOCALIZAÇÃO DE OBJETOS E DE PESSOAS NO ESPAÇO, UTILIZANDO DIVERSOS PONTOS DE REFERÊNCIA E VOCABULÁRIO APROPRIADO",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
3º BIMESTRE,1º ANO,MATEMÁTICA,"(EF01MA17) RECONHECER E RELACIONAR PERÍODOS DO DIA, DIAS DA SEMANA E MESES DO ANO, UTILIZANDO CALENDÁRIO, QUANDO NECESSÁRIO.","MEDIDAS DE TEMPO: UNIDADES DE MEDIDA DE TEMPO, SUAS RELAÇÕES E O USO DO CALENDÁRIO",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
